,date_started_at,timestamp_started_at,alt_start,Cloud
366,2015-02-06 12:34:01+06:00,1423204441,5400.0,1
367,2015-02-06 13:03:02+06:00,1423206182,6675.0,1
368,2015-02-06 14:09:30+06:00,1423210170,6000.0,1
369,2015-02-06 14:37:20+06:00,1423211840,5700.0,1
370,2015-02-11 14:59:12+06:00,1423645152,6825.0,1
371,2015-02-20 15:04:18+06:00,1424423058,6450.0,1
372,2015-03-20 15:30:24+06:00,1426843824,6525.0,1
373,2015-04-06 15:58:30+06:00,1428314310,9150.0,1
374,2015-04-17 14:37:10+06:00,1429259830,6600.0,1
375,2015-04-18 14:49:41+06:00,1429346981,5475.0,1
376,2015-04-18 15:04:11+06:00,1429347851,5400.0,1
377,2015-04-18 15:19:58+06:00,1429348798,5550.0,1
378,2015-06-04 15:53:13+06:00,1433411593,8025.0,1
379,2015-06-29 22:19:39+06:00,1435594779,7650.0,1
380,2015-06-29 22:35:24+06:00,1435595724,6750.0,1
381,2015-06-30 00:36:01+06:00,1435602961,11700.0,1
382,2015-06-30 00:50:30+06:00,1435603830,11625.0,1
383,2015-06-30 05:26:10+06:00,1435620370,10650.0,1
384,2015-09-11 14:35:54+06:00,1441960554,6225.0,1
385,2015-10-08 16:43:33+06:00,1444301013,5550.0,1
386,2015-10-08 16:58:03+06:00,1444301883,6075.0,1
387,2015-10-08 17:12:32+06:00,1444302752,6150.0,1
388,2015-10-08 20:11:19+06:00,1444313479,6450.0,1
389,2015-10-08 21:52:33+06:00,1444319553,10050.0,1
390,2015-10-08 22:07:03+06:00,1444320423,10050.0,1
391,2015-10-08 22:21:32+06:00,1444321292,10050.0,1
392,2015-10-09 00:03:38+06:00,1444327418,10950.0,1
393,2015-10-09 00:18:07+06:00,1444328287,11025.0,1
394,2015-10-09 00:32:37+06:00,1444329157,11175.0,1
395,2015-10-28 18:40:08+06:00,1446036008,10575.0,1
396,2015-10-28 18:54:37+06:00,1446036877,10350.0,1
397,2015-10-28 19:09:07+06:00,1446037747,10275.0,1
398,2015-12-16 14:55:01+06:00,1450256101,5925.0,1
399,2015-12-16 15:23:20+06:00,1450257800,5775.0,1
400,2016-01-11 15:29:08+06:00,1452504548,9300.0,1
401,2016-01-21 16:27:38+06:00,1453372058,4950.0,1
402,2016-01-21 16:55:55+06:00,1453373755,4875.0,1
403,2016-01-21 18:01:58+06:00,1453377718,5025.0,1
404,2016-01-22 14:25:33+06:00,1453451133,11175.0,1
405,2016-03-22 17:51:16+06:00,1458647476,6450.0,1
406,2016-03-22 18:25:11+06:00,1458649511,5400.0,1
407,2016-03-24 17:07:22+06:00,1458817642,7650.0,1
408,2016-03-28 16:28:29+06:00,1459160909,4050.0,1
409,2016-05-19 13:25:53+06:00,1463642753,4800.0,1
410,2016-05-19 14:07:06+06:00,1463645226,4500.0,1
411,2016-05-19 20:23:17+06:00,1463667797,5700.0,1
412,2016-05-19 20:42:37+06:00,1463668957,5700.0,1
413,2016-05-23 21:11:46+06:00,1464016306,5400.0,1
414,2016-06-21 12:43:34+07:00,1466487814,4950.0,1
415,2016-06-21 13:00:56+07:00,1466488856,5100.0,1
416,2016-09-13 16:05:59+07:00,1473757559,5550.0,1
417,2016-09-21 17:57:21+07:00,1474455441,8850.0,1
418,2016-09-21 18:14:15+07:00,1474456455,7800.0,1
419,2016-09-21 18:31:08+07:00,1474457468,7800.0,1
420,2016-12-16 16:45:33+07:00,1481881533,8550.0,1
421,2016-12-16 17:19:08+07:00,1481883548,7050.0,1
422,2017-01-10 12:40:09+07:00,1484026809,4500.0,1
423,2017-01-10 13:13:43+07:00,1484028823,4200.0,1
424,2017-01-10 13:58:15+07:00,1484031495,3900.0,1
425,2017-01-10 14:32:41+07:00,1484033561,4050.0,1
426,2017-01-20 12:28:58+07:00,1484890138,5250.0,1
427,2017-01-20 12:46:13+07:00,1484891173,4050.0,1
428,2017-01-20 13:03:19+07:00,1484892199,3900.0,1
429,2017-01-20 14:10:52+07:00,1484896252,3600.0,1
430,2017-01-20 14:53:25+07:00,1484898805,3300.0,1
431,2017-01-20 15:20:34+07:00,1484900434,3000.0,1
432,2017-01-28 12:45:21+07:00,1485582321,5100.0,1
433,2017-01-28 13:02:35+07:00,1485583355,4650.0,1
434,2017-01-28 13:22:23+07:00,1485584543,4650.0,1
435,2017-02-13 18:17:29+07:00,1486984649,3600.0,1
436,2017-03-10 13:52:20+07:00,1489128740,6900.0,1
437,2017-03-10 16:20:42+07:00,1489137642,7200.0,1
438,2017-03-17 09:11:36+07:00,1489716696,4725.0,1
439,2017-03-17 09:24:55+07:00,1489717495,4500.0,1
440,2017-03-17 09:42:58+07:00,1489718578,4012.5,1
441,2017-03-17 10:00:08+07:00,1489719608,4387.5,1
442,2017-03-17 10:35:59+07:00,1489721759,3525.0,1
443,2017-03-17 11:14:28+07:00,1489724068,3600.0,1
444,2017-03-18 19:28:47+07:00,1489840127,9412.5,1
445,2017-03-18 19:45:45+07:00,1489841145,9412.5,1
446,2017-03-20 10:53:23+07:00,1489982003,3900.0,1
